"pcoo.ecl" "pmtr.ecl"
"1" 1.95975725646467 3.20514299307199
"2" 2.05066548059662 2.95682545794342
"3" 1.76563860915011 2.18198833640867
"4" 2.28209680369735 2.51974531186337
"5" 0.68399525372343 2.93423722926705
"6" 2.05760878184544 2.94393137621014
"7" 0.858933140551298 1.93049575967973
"8" 2.14586557087858 2.51291466761846
"9" 1.16647858612133 2.63081079004187
"10" 2.3517869192449 3.0191953331936
"11" 2.39341576063334 1.96407311907266
"12" 2.07704764732861 3.10694053710346
"13" 1.27071668196354 6.35013072448497
"14" 0.19307186451201 2.53790088700624
"15" 1.44092799130259 2.20576123052092
"16" 1.32141743626464 5.96670207334149
"17" 0.844354637912785 2.13975711009163
"18" 0.925525917527034 1.9767322653621
"19" 1.98821484523999 3.42239195469271
"20" 2.09639791562681 2.82258266394668
"21" 2.17117935097878 2.52989455327424
"22" 1.14613117016852 2.62617826254665
"23" 1.22146628512057 5.29559341141078
"24" 0.954787744255173 2.92445927944183
"25" 0.0917021924809426 0.542883903226028
"26" 2.47437173117372 1.45971236393264
"27" 1.76132545147425 1.91561931615032
"28" 1.39608225614744 0.648989160601234
"29" 0.104542091422513 1.46749314588293
"30" 1.74330616398539 2.04976344500424
"31" 2.22363899948467 1.47006618128064
"32" 2.38690690038821 1.66208407368233
"33" 3.42822062666263 3.93578831399295
"34" 3.73720373480479 2.96713743610023
"35" 0.196139626992433 0.820002144623954
"36" 3.20773279529579 5.92063070336009
"37" 2.14078028820039 2.80700320981567
"38" 3.25199402198552 3.17770274075521
"39" 3.25622175296418 5.53681035268342
"40" 2.52714350836199 2.47478901017721
"41" 2.64505083873598 1.72011696498305
"42" 2.44231388614933 0.668821089973439
"43" 2.28506661804462 1.03841945808812
"44" 2.28306033484118 1.73531989291856
"45" 2.13070644106133 1.31481052256302
"46" 1.29704303146291 7.59570705070273
"47" 1.49176426020146 3.77578051260991
"48" 2.54784743460419 1.2958091028897
"49" 1.77457812874101 1.93835313373306
"50" 1.48735401243978 0.926714880794468
"51" 0.0262399437453764 1.03500420499678
"52" 1.83061179672271 1.7940430826662
"53" 2.2792296359765 1.11351778696882
"54" 2.47254315452615 1.36640874383331
"55" 3.50480465223095 3.91757041665404
"56" 3.81932759464263 2.84035968261767
